,pv01_3Y,pv01_10Y,dv01_3Y,dv01_10Y,face_3Y,face_10Y,face_total,margin
2018-07-12,29059,89863,1914472,1625173,6588336799,1808495136,8396831935,419841597
2018-07-13,29054,89814,1928098,1644939,6636156086,1831486722,8467642808,423382140
2018-07-16,29060,89865,1940663,1659133,6678043639,1846250533,8524294172,426214709
2018-07-17,29062,89846,1908843,1685423,6568137265,1875903362,8444040628,422202031
2018-07-18,29064,89918,1278730,1679073,4399688038,1867346253,6267034291,313351715
2018-07-19,29061,89851,1350048,1625448,4645524910,1809037952,6454562862,322728143
2018-07-20,29067,89918,1405258,1583529,4834575085,1761089904,6595664989,329783249
2018-07-23,29064,89861,1515393,1563031,5213963121,1739396443,6953359564,347667978
2018-07-24,29057,89740,1552055,1338880,5341340064,1491954180,6833294244,341664712
2018-07-25,29061,89807,1521728,1338090,5236334297,1489963921,6726298219,336314911
2018-07-26,29060,89789,1625146,1413662,5592393526,1574421335,7166814862,358340743
2018-07-27,29042,89666,1407181,1292648,4845306655,1441630914,6286937568,314346878
2018-07-30,29039,89651,1368851,1282489,4713801605,1430542679,6144344284,307217214
2018-07-31,29040,89687,1328373,1184612,4574223223,1320828723,5895051946,294752597
2018-08-01,29044,89629,520355,460424,1791628297,513697223,2305325520,115266276
2018-08-02,29046,89655,549742,482593,1892632964,538279290,2430912254,121545613
2018-08-03,29053,89618,-506476,506989,1743305095,565723073,2309028168,115451408
2018-08-06,29058,89691,-436948,-476880,1503710789,531694810,2035405599,101770280
2018-08-07,29060,89741,-243048,-406104,836372455,452527151,1288899606,64444980
2018-08-08,29064,89777,476510,-314872,1639510664,350724949,1990235613,99511781
2018-08-09,29074,89930,357645,-136692,1230132002,151997863,1382129865,69106493
2018-08-10,29079,90060,453519,516367,1559601083,573358099,2132959183,106647959
2018-08-13,29078,90051,1282505,371093,4410536888,412093952,4822630840,241131542
2018-08-14,29077,90039,1484374,971041,5104981364,1078462255,6183443619,309172181
2018-08-16,29083,90134,1728471,1192073,5943158718,1322553142,7265711860,363285593
2018-08-17,29095,90294,1952502,1391269,6710698860,1540814566,8251513426,412575671
2018-08-20,29100,90362,2023891,1585195,6955018211,1754275520,8709293731,435464687
2018-08-21,29111,90460,2083871,1621951,7158449154,1793005784,8951454937,447572747
2018-08-22,29096,90308,2069204,1614036,7111564017,1787251783,8898815800,444940790
2018-08-23,29094,90296,2132470,2888341,7329709215,3198750662,10528459877,526422994
2018-08-24,29098,90358,2218850,2983890,7625404834,3302304739,10927709572,546385479
2018-08-27,29098,90370,2259583,3087940,7765333473,3416992697,11182326170,559116309
2018-08-28,29094,90316,3737893,3123876,12847745416,3458842195,16306587611,815329381
2018-08-29,29097,90298,3741955,3128730,12860205736,3464903284,16325109020,816255451
2018-08-30,29089,90231,3687827,3127935,12677679085,3466582277,16144261361,807213068
2018-08-31,29111,90482,2964545,2584740,10183623627,2856644920,13040268547,652013427
2018-09-03,29104,90402,3772765,3307362,12962935877,3658499112,16621434990,831071749
2018-09-04,29103,90396,3809380,3347584,13089314604,3703240660,16792555264,839627763
2018-09-05,29113,90544,3672112,3167829,12613401302,3498669963,16112071265,805603563
2018-09-06,29111,90505,3687420,3167181,12666930950,3499461774,16166392724,808319636
2018-09-07,29114,90551,3767256,3169487,12939673111,3500222368,16439895479,821994774
2018-09-10,29116,90600,3818824,3204851,13115905975,3537352014,16653257989,832662899
2018-09-11,29109,90520,3763227,3151314,12927929962,3481357708,16409287670,820464383
2018-09-12,29119,90599,3710930,3102497,12743936093,3424428185,16168364278,808418214
2018-09-13,29108,90509,3533003,2983544,12137450236,3296421872,15433872108,771693605
2018-09-14,29095,90366,3157896,2761498,10853808914,3055905441,13909714355,695485718
2018-09-17,29092,90325,2979229,2618050,10240680049,2898472568,13139152617,656957631
2018-09-18,29088,90245,2511939,2101518,8635544950,2328683795,10964228745,548211437
2018-09-19,29077,90083,2535736,2139240,8720824132,2374741590,11095565721,554778286
2018-09-20,29060,89848,2173158,1893577,7478220034,2107532662,9585752696,479287635
2018-09-21,29068,89964,1999345,1744775,6878123545,1939412762,8817536307,440876815
2018-09-27,29069,90099,1867809,1619314,6425363095,1797253664,8222616759,411130838
2018-09-28,29067,90130,1694751,1554822,5830439297,1725095769,7555535066,377776753
2018-10-01,29057,89989,883906,725390,3041925189,806086617,3848011806,192400590
2018-10-02,29059,89983,1060390,848496,3649136850,942955017,4592091867,229604593
2018-10-04,29042,89718,1180183,920398,4063643094,1025877108,5089520201,254476010
2018-10-05,29037,89663,1210591,1064718,4169109162,1187461805,5356570967,267828548
2018-10-08,29033,89586,291791,993543,1005037437,1109034436,2114071873,105703594
2018-10-10,29042,89718,280975,279645,967477105,311694920,1279172025,63958601
2018-10-11,29058,89909,240924,228493,829104386,254138681,1083243066,54162153
2018-10-12,29045,89786,280531,197582,965865353,220058551,1185923903,59296195
2018-10-15,29046,89846,373408,236675,1285555362,263423389,1548978751,77448938
2018-10-16,29046,89857,463847,294525,1596921180,327770159,1924691340,96234567
2018-10-17,29061,90031,515438,339029,1773654319,376570192,2150224511,107511226
2018-10-18,29071,90152,642357,523875,2209577454,581104329,2790681783,139534089
2018-10-19,29064,90047,1226694,891825,4220641416,990403894,5211045310,260552266
2018-10-22,29054,89929,1161098,837368,3996293996,931146858,4927440854,246372043
2018-10-23,29061,90025,1075694,831423,3701531290,923551730,4625083020,231254151
2018-10-24,29061,90035,1149804,917475,3956523105,1019025103,4975548208,248777410
2018-10-25,29080,90238,1170036,934178,4023515015,1035235754,5058750769,252937538
2018-10-26,29089,90357,1271357,994258,4370626075,1100369938,5470996013,273549801
2018-10-29,29129,90768,1822127,1534655,6255354598,1690739994,7946094592,397304730
2018-10-30,29107,90539,2396177,1975310,8232172582,2181722231,10413894813,520694741
2018-10-31,29099,90415,2311562,2058954,7943736302,2277235122,10220971424,511048571
2018-11-01,29098,90397,2264357,2031776,7781902646,2247626207,10029528853,501476443
2018-11-02,29079,90226,2127036,1939168,7314639251,2149223103,9463862354,473193118
2018-11-05,29080,90253,2292817,1897061,7884418596,2101944973,9986363568,499318178
2018-11-06,29076,90184,2304425,1902384,7925616005,2109452164,10035068168,501753408
2018-11-07,29088,90331,2241049,1858973,7704481672,2057958315,9762439986,488121999
2018-11-08,29089,90362,2200071,1861654,7563139925,2060215258,9623355182,481167759
2018-11-09,29092,90404,2178359,1930513,7487944754,2135420957,9623365711,481168286
2018-11-12,29097,90485,2215678,1994886,7614852165,2204671113,9819523278,490976164
2018-11-13,29096,90502,2261411,2052317,7772223046,2267707420,10039930466,501996523
2018-11-14,29099,90528,2332856,2128714,8017047845,2351445612,10368493458,518424673
2018-11-15,29089,90383,2449153,2173619,8419465023,2404907170,10824372192,541218610
2018-11-16,29095,90479,2473836,2154380,8502570296,2381082489,10883652785,544182639
2018-11-19,29100,90555,2416013,2109654,8302385115,2329695858,10632080973,531604049
2018-11-20,29098,90531,2378504,2132948,8174078341,2356038699,10530117040,526505852
2018-11-21,29095,90479,2322849,2118924,7983651881,2341889091,10325540972,516277049
2018-11-22,29099,90513,2273751,2114508,7813826378,2336131153,10149957530,507497877
2018-11-23,29105,90633,2309194,2176906,7933911190,2401891611,10335802800,516790140
2018-11-26,29105,90621,2560954,2430978,8799151333,2682583749,11481735082,574086754
2018-11-27,29107,90653,2709366,2469828,9308355401,2724476515,12032831916,601641596
2018-11-28,29097,90547,2694243,2448754,9259610777,2704390780,11964001557,598200078
2018-11-29,29103,90626,2723087,2466624,9356754064,2721762274,12078516338,603925817
2018-11-30,29082,90541,2842955,2556296,9775531083,2823366869,12598897952,629944898
2018-12-03,29067,90448,2702286,2579765,9296696245,2852205945,12148902190,607445110
2018-12-04,29071,90590,2339764,2566697,8048573576,2833318863,10881892439,544094622
2018-12-05,29083,90883,2336467,2431909,8033726658,2675876877,10709603535,535480177
2018-12-06,29104,91110,2215889,2325241,7613777211,2552124013,10165901223,508295061
2018-12-07,29108,91143,2534364,2330464,8706849450,2556926002,11263775452,563188773
2018-12-10,29121,91278,2565544,2307971,8810094452,2528520103,11338614555,566930728
2018-12-11,29119,91233,2622410,2312776,9005879929,2535023941,11540903870,577045194
2018-12-12,29111,91097,2656699,2274617,9126097547,2496917130,11623014677,581150734
2018-12-13,29110,91082,2176439,1855426,7476598529,2037084099,9513682628,475684131
2018-12-14,29117,91224,2717562,2266388,9333256934,2484426320,11817683254,590884163
2018-12-17,29116,91223,2710905,2261802,9310627511,2479423017,11790050528,589502526
2018-12-18,29121,91309,2705387,2268854,9290002617,2484811977,11774814593,588740730
2018-12-19,29133,91487,2686497,2251632,9221456902,2461142972,11682599874,584129994
2018-12-20,29124,91414,2772096,2317128,9518172168,2534754001,12052926168,602646308
2018-12-21,29110,91234,2684418,2253345,9221521934,2469862722,11691384657,584569233
2018-12-24,29111,91206,2684352,2271951,9221223964,2491006050,11712230013,585611501
2018-12-26,29125,91395,2621708,2215668,9001557548,2424282698,11425840246,571292012
2018-12-27,29123,91384,2664223,2257206,9148266556,2470036496,11618303052,580915153
2018-12-28,29119,91334,2673818,2262596,9182406216,2477281218,11659687434,582984372
2018-12-31,29119,91334,2743116,2366058,9420389047,2590559881,12010948928,600547446
2019-01-02,29127,91377,1672134,1443089,5740780120,1579274544,7320054664,366002733
2019-01-03,29134,91490,1664799,1439693,5714188770,1573607764,7287796534,364389827
2019-01-04,29158,91712,1597273,1392594,5477958898,1518437501,6996396399,349819820
2019-01-07,29149,91588,1598042,1393416,5482324298,1521398063,7003722361,350186118
2019-01-08,29141,91463,1623669,1408229,5571701449,1539662524,7111363973,355568199
2019-01-09,29137,91427,1619593,1408260,5558492584,1540311410,7098803994,354940200
2019-01-10,29139,91479,1619000,1406117,5556202756,1537093021,7093295777,354664789
2019-01-11,29133,91315,1575627,1318135,5408387367,1443500518,6851887885,342594394
2019-01-14,29142,91490,1535330,1256493,5268355373,1373360546,6641715919,332085796
2019-01-15,29143,91556,1542005,1261897,5291081311,1378278936,6669360247,333468012
2019-01-16,29140,91501,1520951,1249643,5219535950,1365715112,6585251062,329262553
2019-01-17,29137,91457,1493595,1223374,5126192943,1337653237,6463846180,323192309
2019-01-18,29125,91292,1422818,1164637,4885207575,1275732787,6160940362,308047018
2019-01-21,29120,91222,1185320,1018595,4070499616,1116607784,5187107400,259355370
2019-01-22,29132,91365,1220686,1051913,4190146112,1151326528,5341472640,267073632
2019-01-23,29132,91374,1400537,1098996,4807537315,1202740199,6010277513,300513876
2019-01-24,29129,91359,1417823,1119504,4867346579,1225387823,6092734402,304636720
2019-01-25,29131,91378,1386719,1120515,4760302706,1226237449,5986540155,299327008
2019-01-28,29130,91330,1304278,1062634,4477484127,1163516001,5641000128,282050006
2019-01-29,29127,91306,1220281,1013513,4189506484,1110022855,5299529338,264976467
2019-01-30,29125,91266,1173776,897568,4030165075,983462822,5013627896,250681395
2019-01-31,29135,91422,1126182,384039,3865386537,420074790,4285461327,214273066
2019-02-01,29135,91452,1906240,1042332,6542673589,1139763300,7682436889,384121844
2019-02-07,29134,91440,1291601,1007422,4433247100,1101725546,5534972646,276748632
2019-02-08,29143,91579,1473728,1120808,5056811201,1223870122,6280681323,314034066
2019-02-11,29149,91650,1496716,1165341,5134793720,1271511485,6406305205,320315260
2019-02-12,29143,91553,2206776,1717402,7572242410,1875856299,9448098709,472404935
2019-02-13,29140,91517,2185779,1684578,7501012465,1840730880,9341743345,467087167
2019-02-14,29142,91539,2274885,1740070,7806202405,1900897492,9707099897,485354995
2019-02-15,29146,91618,2446136,1862107,8392619880,2032466613,10425086492,521254325
2019-02-18,29137,91490,2414391,1860999,8286354957,2034110490,10320465446,516023272
2019-02-19,29129,91478,2386891,1860828,8194207437,2034183016,10228390454,511419523
2019-02-20,29126,91462,2332943,1905242,8009938847,2083098050,10093036897,504651845
2019-02-21,29123,91392,1834450,1841495,6299063952,2014951213,8314015165,415700758
2019-02-22,29124,91425,1838245,1806556,6311807350,1975987470,8287794820,414389741
2019-02-25,29121,91383,1826308,1715391,6271485719,1877146652,8148632371,407431619
2019-02-26,29126,91440,1783121,1391767,6122105472,1522047803,7644153275,382207664
2019-02-27,29126,91461,1735437,1433339,5958350836,1567159093,7525509929,376275496
2019-02-28,29124,91431,1632097,1474437,5603863767,1612625834,7216489601,360824480
2019-03-04,29113,91273,734825,995354,2524038496,1090528894,3614567390,180728369
2019-03-05,29112,91294,516586,784697,1774456639,859525451,2633982090,131699105
2019-03-06,29113,91327,1131091,1273888,3885196553,1394859066,5280055619,264002781
2019-03-07,29113,91349,684910,1287833,2352559644,1409791241,3762350884,188117544
2019-03-08,29119,91461,10780,774420,37019524,846718253,883737778,44186889
2019-03-11,29115,91417,72271,1012115,248224456,1107145243,1355369699,67768485
2019-03-12,29116,91414,94963,1479385,326152890,1618336853,1944489744,97224487
2019-03-13,29119,91466,946525,2088204,3250579096,2283047158,5533626254,276681313
2019-03-14,29120,91445,624,1412310,2142377,1544432974,1546575352,77328768
2019-03-15,29115,91371,-92674,1361234,318303784,1489788182,1808091966,90404598
2019-03-18,29110,91307,-189515,1414969,651032452,1549681536,2200713988,110035699
2019-03-19,29114,91390,-268581,1438985,922504852,1574558074,2497062927,124853146
2019-03-20,29112,91370,-353405,1476678,1213936495,1616156847,2830093342,141504667
2019-03-21,29124,91568,-116172,1677462,398890729,1831935727,2230826456,111541323
2019-03-22,29124,91570,11095,1826592,38096385,1994753162,2032849547,101642477
2019-03-25,29140,91764,387430,1970710,1329542173,2147593264,3477135437,173856772
2019-03-26,29146,91743,675574,2101094,2317902957,2290183858,4608086815,230404341
2019-03-27,29162,91979,1399599,2104073,4799370839,2287567426,7086938266,354346913
2019-03-28,29183,92177,1471060,2014206,5040798556,2185158998,7225957554,361297878
2019-03-29,29176,92109,1649495,2005708,5653517653,2177533281,7831050934,391552547
2019-04-01,29165,91985,2463298,2588617,8446053625,2814179798,11260233423,563011671
2019-04-02,29173,92038,2579733,2584358,8842999870,2807935944,11650935814,582546791
2019-04-03,29166,91896,2666672,2527515,9143207520,2750410906,11893618426,594680921
2019-04-04,29171,91978,2973846,2591303,10194511559,2817293303,13011804862,650590243
2019-04-05,29162,91877,3100135,2571870,10630830025,2799258447,13430088473,671504424
2019-04-08,29167,91963,3247851,2581217,11135336424,2806794053,13942130477,697106524
2019-04-09,29169,91980,3363230,2583520,11530317315,2808797037,14339114352,716955718
2019-04-10,29164,91978,3413856,2592016,11705549032,2818082081,14523631112,726181556
2019-04-11,29161,91930,3440617,2685600,11798883813,2921363668,14720247481,736012374
2019-04-12,29159,91907,3522276,2762008,12079654336,3005215504,15084869840,754243492
2019-04-15,29144,91721,3188125,2464744,10939094943,2687226617,13626321560,681316078
2019-04-16,29142,91671,2552710,2088493,8759538157,2278253577,11037791734,551889587
2019-04-17,29140,91609,2713916,2189573,9313491116,2390117545,11703608661,585180433
2019-04-18,29152,91803,2690113,2043396,9227812808,2225847198,11453660006,572683000
2019-04-19,29145,91725,2483364,1890966,8520696700,2061550278,10582246978,529112349
2019-04-22,29144,91648,2355849,1790618,8083549418,1953808626,10037358044,501867902
2019-04-23,29147,91688,2382664,1844568,8174680791,2011784469,10186465260,509323263
2019-04-24,29153,91738,2396279,1860276,8219619703,2027824993,10247444696,512372235
2019-04-25,29165,91883,2343915,1825564,8036761158,1986835231,10023596389,501179819
2019-04-26,29171,91906,2474660,1862829,8483249753,2026886766,10510136519,525506826
2019-04-29,29176,91953,3041510,1994233,10424751087,2168763472,12593514559,629675728
2019-04-30,29183,92042,2852224,2316973,9773485786,2517293021,12290778807,614538940
2019-05-02,29163,91827,2622196,2196646,8991626761,2392163258,11383790019,569189501
2019-05-03,29160,91794,2640644,2145795,9055606116,2337631813,11393237929,569661896
2019-05-07,29165,91860,2655340,2098074,9104588571,2283992345,11388580917,569429046
2019-05-08,29165,91874,2738598,2059397,9390064856,2241555398,11631620254,581581013
2019-05-09,29169,91933,2833540,2095262,9714079878,2279125448,11993205326,599660266
2019-05-10,29164,91837,2881179,2118053,9879313817,2306316608,12185630424,609281521
2019-05-13,29166,91850,2925795,2150832,10031503354,2341686498,12373189852,618659493
2019-05-14,29172,91891,2976179,2213629,10202321341,2408965263,12611286605,630564330
2019-05-15,29173,91932,2945500,2189945,10096763142,2382138559,12478901701,623945085
2019-05-16,29185,92105,2866263,2149560,9821050830,2333802327,12154853158,607742658
2019-05-17,29187,92121,2854259,2118404,9779298366,2299599001,12078897367,603944868
2019-05-20,29182,92059,2809508,2119303,9627561672,2302126068,11929687740,596484387
2019-05-21,29189,92117,2778240,2127656,9518200777,2309721451,11827922227,591396111
2019-05-22,29194,92172,2787863,2134987,9549491729,2316317202,11865808930,593290447
2019-05-23,29208,92336,2735315,2108404,9365044829,2283412432,11648457260,582422863
2019-05-24,29213,92404,2792587,2174427,9559314138,2353165640,11912479778,595623989
2019-05-27,29215,92436,2929898,2290035,10028909670,2477435285,12506344954,625317248
2019-05-28,29211,92431,2936488,2389071,10052778156,2584716249,12637494405,631874720
